die_holder_primary_c,die_holder_secondary_c,A_container_c,A_pipe_c,B_container_c,B_pipe_c,C_container_c,C_pipe_c,D_container_c,D_pipe_c,die_holder_primary_sp_c,die_holder_secondary_sp_c,A_container_sp_c,A_pipe_sp_c,B_container_sp_c,B_pipe_sp_c,C_container_sp_c,C_pipe_sp_c,D_container_sp_c,D_pipe_sp_c,updated_at
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-07-22 08:14:03
