Parameter Name,Value,Units
Zone 4 | Furnace DegC Actual | Avg,2309.95,C
Zone 4 | Furnace DegC Actual | Max,2310.8,C
Zone 4 | Furnace DegC Actual | Min,2309.32,C
Zone 4 | Tension N | Avg,-0.12,g
Zone 4 | Tension N | Max,-0.06,g
Zone 4 | Tension N | Min,-0.16,g
Zone 5 | Start,2025-08-27 14:46:20.255000,index/label
Zone 5 | End,2025-08-27 14:53:14.255000,index/label
Zone 5 | Bare Fibre Diameter | Avg,39.98,µm
Zone 5 | Bare Fibre Diameter | Max,40.6,µm
Zone 5 | Bare Fibre Diameter | Min,38.4,µm
Zone 5 | Capstan Speed | Avg,114.89,m/min
Zone 5 | Capstan Speed | Max,121.25,m/min
Zone 5 | Capstan Speed | Min,112.03,m/min
Zone 5 | Coated Inner Diameter | Avg,92.67,µm
Zone 5 | Coated Inner Diameter | Max,93.7,µm
Zone 5 | Coated Inner Diameter | Min,91.8,µm
Zone 5 | Coated Outer Diameter | Avg,119.28,µm
Zone 5 | Coated Outer Diameter | Max,120.4,µm
Zone 5 | Coated Outer Diameter | Min,117.3,µm
Zone 5 | Furnace DegC Actual | Avg,2289.89,C
Zone 5 | Furnace DegC Actual | Max,2290.38,C
Zone 5 | Furnace DegC Actual | Min,2288.9,C
Zone 5 | Tension N | Avg,-0.13,g
Zone 5 | Tension N | Max,-0.08,g
Zone 5 | Tension N | Min,-0.16,g
Zone 6 | Start,2025-08-27 14:54:23.255000,index/label
Zone 6 | End,2025-08-27 15:00:55.255000,index/label
Zone 6 | Bare Fibre Diameter | Avg,40.01,µm
Zone 6 | Bare Fibre Diameter | Max,40.3,µm
Zone 6 | Bare Fibre Diameter | Min,39.8,µm
Zone 6 | Capstan Speed | Avg,117.54,m/min
Zone 6 | Capstan Speed | Max,119.33,m/min
Zone 6 | Capstan Speed | Min,116.35,m/min
Zone 6 | Coated Inner Diameter | Avg,92.26,µm
Zone 6 | Coated Inner Diameter | Max,93.0,µm
Zone 6 | Coated Inner Diameter | Min,92.0,µm
Zone 6 | Coated Outer Diameter | Avg,119.51,µm
Zone 6 | Coated Outer Diameter | Max,120.1,µm
Zone 6 | Coated Outer Diameter | Min,119.0,µm
Zone 6 | Furnace DegC Actual | Avg,2280.02,C
Zone 6 | Furnace DegC Actual | Max,2281.1,C
Zone 6 | Furnace DegC Actual | Min,2278.95,C
Zone 6 | Tension N | Avg,-0.14,g
Zone 6 | Tension N | Max,-0.09,g
Zone 6 | Tension N | Min,-0.18,g
Zone 7 | Start,2025-08-27 14:54:23.255000,index/label
Zone 7 | End,2025-08-27 15:00:55.255000,index/label
Zone 7 | Bare Fibre Diameter | Avg,40.01,µm
Zone 7 | Bare Fibre Diameter | Max,40.3,µm
Zone 7 | Bare Fibre Diameter | Min,39.8,µm
Zone 7 | Capstan Speed | Avg,117.54,m/min
Zone 7 | Capstan Speed | Max,119.33,m/min
Zone 7 | Capstan Speed | Min,116.35,m/min
Zone 7 | Coated Inner Diameter | Avg,92.26,µm
Zone 7 | Coated Inner Diameter | Max,93.0,µm
Zone 7 | Coated Inner Diameter | Min,92.0,µm
Zone 7 | Coated Outer Diameter | Avg,119.51,µm
Zone 7 | Coated Outer Diameter | Max,120.1,µm
Zone 7 | Coated Outer Diameter | Min,119.0,µm
Zone 7 | Furnace DegC Actual | Avg,2280.02,C
Zone 7 | Furnace DegC Actual | Max,2281.1,C
Zone 7 | Furnace DegC Actual | Min,2278.95,C
Zone 7 | Tension N | Avg,-0.14,g
Zone 7 | Tension N | Max,-0.09,g
Zone 7 | Tension N | Min,-0.18,g
,,
,,
### WINDER & LENGTH,,
,,
Drum | Selected,,
Fiber Length | End (log end),4.76,km
Zone 1 | Fiber Length | Min,0.5,km
Zone 1 | Fiber Length | Max,0.97,km
Zone 2 | Fiber Length | Min,1.14,km
Zone 2 | Fiber Length | Max,1.36,km
Zone 3 | Fiber Length | Min,1.53,km
Zone 3 | Fiber Length | Max,1.94,km
Zone 4 | Fiber Length | Min,2.1,km
Zone 4 | Fiber Length | Max,2.82,km
Zone 5 | Fiber Length | Min,2.93,km
Zone 5 | Fiber Length | Max,3.72,km
Zone 6 | Fiber Length | Min,3.86,km
Zone 6 | Fiber Length | Max,4.61,km
Zone 7 | Fiber Length | Min,3.86,km
Zone 7 | Fiber Length | Max,4.61,km
,,
—,—,
CUT/SAVE Plan Source,T43_p3.csv,
AUTO Plan Mode,,
Zone Length Column (log),Fibre Length,
Fiber Length End (log end),4.76,km
Fiber Length Min (log),,km
Fiber Length Max (log),4.76,km
T&M Coordinate System,,
Good Zones Order,,
Good Zone 1 (km from end) Start,3.79,km
Good Zone 1 (km from end) End,4.26,km
Good Zone 1 Length,0.47,km
Good Zone 1 Fibre Length Min,0.5,km
Good Zone 1 Fibre Length Max,0.97,km
Good Zone 2 (km from end) Start,3.4,km
Good Zone 2 (km from end) End,3.62,km
Good Zone 2 Length,0.22,km
Good Zone 2 Fibre Length Min,1.14,km
Good Zone 2 Fibre Length Max,1.36,km
Good Zone 3 (km from end) Start,2.82,km
Good Zone 3 (km from end) End,3.23,km
Good Zone 3 Length,0.41,km
Good Zone 3 Fibre Length Min,1.53,km
Good Zone 3 Fibre Length Max,1.94,km
Good Zone 4 (km from end) Start,1.94,km
Good Zone 4 (km from end) End,2.66,km
Good Zone 4 Length,0.72,km
Good Zone 4 Fibre Length Min,2.1,km
Good Zone 4 Fibre Length Max,2.82,km
Good Zone 5 (km from end) Start,1.04,km
Good Zone 5 (km from end) End,1.83,km
Good Zone 5 Length,0.79,km
Good Zone 5 Fibre Length Min,2.93,km
Good Zone 5 Fibre Length Max,3.72,km
Good Zone 6 (km from end) Start,0.149999999999999,km
Good Zone 6 (km from end) End,0.9,km
Good Zone 6 Length,0.750000000000001,km
Good Zone 6 Fibre Length Min,3.86,km
Good Zone 6 Fibre Length Max,4.61,km
Good Zone 7 (km from end) Start,0.149999999999999,km
Good Zone 7 (km from end) End,0.9,km
Good Zone 7 Length,0.750000000000001,km
Good Zone 7 Fibre Length Min,3.86,km
Good Zone 7 Fibre Length Max,4.61,km
T&M Step 1 Action,CUT,
T&M Step 1 Length,3.79,km
T&M Step 2 Action,SAVE,
T&M Step 2 Length,0.48,km
T&M Step 2 Zone,Good Zone 1,
T&M Step 3 Action,CUT,
T&M Step 3 Length,3.4,km
T&M Step 4 Action,SAVE,
T&M Step 4 Length,0.22,km
T&M Step 4 Zone,Good Zone 2,
T&M Step 5 Action,CUT,
T&M Step 5 Length,2.82,km
T&M Step 6 Action,SAVE,
T&M Step 6 Length,0.41,km
T&M Step 6 Zone,Good Zone 3,
T&M Step 7 Action,CUT,
T&M Step 7 Length,1.95,km
T&M Step 8 Action,SAVE,
T&M Step 8 Length,0.72,km
T&M Step 8 Zone,Good Zone 4,
T&M Step 9 Action,CUT,
T&M Step 9 Length,1.05,km
T&M Step 10 Action,SAVE,
T&M Step 10 Length,0.79,km
T&M Step 10 Zone,Good Zone 5,
T&M Step 11 Action,CUT,
T&M Step 11 Length,0.15,km
T&M Step 12 Action,SAVE,
T&M Step 12 Length,0.75,km
T&M Step 12 Zone,Good Zone 6,
T&M Step 13 Action,CUT,
T&M Step 13 Length,0.15,km
T&M Step 14 Action,SAVE,
T&M Step 14 Length,0.75,km
T&M Step 14 Zone,Good Zone 7,
Total Saved Length,4.12,km
Total Cut Length,13.31,km
Preform Length After Draw,,cm
Done Description,,
Done Timestamp,,
