Parameter Name,Value,Units
Zone 2 | Coated Inner Diameter | Avg,475.0,
Zone 2 | Coated Inner Diameter | Min,475.0,
Zone 2 | Coated Inner Diameter | Max,475.0,
Zone 2 | Coated Outer Diameter | Avg,560.0,
Zone 2 | Coated Outer Diameter | Min,560.0,
Zone 2 | Coated Outer Diameter | Max,560.0,
Zone 2 | Pf Process Position | Avg,145.43,
Zone 2 | Pf Process Position | Min,121.29,
Zone 2 | Pf Process Position | Max,169.57,
Good Zone 2 (km from end) Start,0.06500000000000006,km
Good Zone 2 (km from end) End,0.30000000000000004,km
Good Zone 2 Length,0.235,km
Good Zone 2 Fibre Length Min,0.48,km
Good Zone 2 Fibre Length Max,0.715,km
,,
,,
### WINDER & LENGTH,,
,,
Drum | Selected,,
Fiber Length | End (log end),0.78,km
Zone 1 | Fiber Length | Min,0.256,km
Zone 1 | Fiber Length | Max,0.467,km
Zone 2 | Fiber Length | Min,0.48,km
Zone 2 | Fiber Length | Max,0.715,km
,,
—,—,
CUT/SAVE Plan Source,P0442.1F_1.csv,
AUTO Plan Mode,Legacy import from cuts/good fiber,
Zone Length Column (log),Fibre Length,
Fiber Length End (log end),0.78,km
Fiber Length Min (log),0.0,km
Fiber Length Max (log),0.78,km
T&M Coordinate System,km_from_end = (L_end - FibreLength),
Good Zones Order,Ordered from spool end → toward start,
T&M Step 1 Action,CUT,
T&M Step 1 Length,0.065,km
T&M Step 2 Action,SAVE,
T&M Step 2 Length,0.234,km
T&M Step 2 Zone,Good Zone 1,
T&M Step 2 Fibre Length Min,0.256,km
T&M Step 2 Fibre Length Max,0.467,km
T&M Step 3 Action,CUT,
T&M Step 3 Length,0.013,km
T&M Step 4 Action,SAVE,
T&M Step 4 Length,0.212,km
T&M Step 4 Zone,Good Zone 2,
T&M Step 4 Fibre Length Min,0.48,km
T&M Step 4 Fibre Length Max,0.715,km
Total Saved Length,0.446,km
Total Cut Length,0.078,km
Preform Length After Draw,183.3,cm
Done Description,-,
Done Timestamp,2024-06-27 08:00:00,
